FlockID,WEEKNO,Fowl.Pox.vaccinated,HPAI.vaccinated,NDV.vaccinated,IBV.vaccinated,IBD.vaccinated,PM.vaccinated,CODE
75-0952,7,0,0,0,0,0,0,NA
75-0952,8,0,0,0,0,0,0,NA
75-0952,9,0,0,0,0,0,0,NA
75-0952,10,0,0,0,0,0,0,NA
75-0952,11,0,0,0,0,0,0,NA
75-0952,12,0,0,0,0,0,0,NA
75-0952,13,0,0,0,0,0,0,NA
75-0952,14,0,0,0,0,0,0,NA
75-0952,15,0,0,0,0,0,0,NA
75-0953,1,0,0,1,0,0,0,VA027
75-0953,2,0,0,0,0,1,0,VA008
75-0953,3,0,0,0,0,0,0,NA
75-0953,4,0,0,0,0,0,0,NA
75-0953,5,0,0,0,0,0,0,NA
75-0953,6,0,0,0,0,0,0,NA
75-0953,7,0,0,0,0,0,0,NA
75-0953,8,0,0,0,0,0,0,NA
75-0953,9,0,0,0,0,0,0,NA
75-0953,10,0,0,0,0,0,0,NA
75-0953,11,0,0,0,0,0,0,NA
75-0953,12,0,0,0,0,0,0,NA
75-0953,13,0,0,0,0,0,0,NA
75-0953,14,0,0,0,0,0,0,NA
75-0961,1,0,0,1,0,0,0,VA010
75-0961,1,0,0,0,0,1,0,VA009
75-0961,1,0,0,0,1,0,0,VA010
75-0961,2,1,0,0,0,0,0,VA003
75-0961,3,0,0,0,1,0,0,VA010
75-0961,3,0,0,1,0,0,0,VA010
75-0961,3,0,0,0,0,1,0,VA009
75-0961,4,0,1,0,0,0,0,VA018
75-0961,5,0,0,0,0,0,0,NA
75-0961,6,0,0,0,0,0,0,NA
75-0961,7,0,0,0,0,0,0,NA
75-0961,8,0,0,0,0,0,0,NA
75-0961,9,0,0,0,0,0,0,NA
75-0961,10,0,0,0,0,0,0,NA
75-0961,11,0,0,0,0,0,0,NA
75-0961,12,0,0,0,0,0,0,NA
75-0961,13,0,0,0,0,0,0,NA
75-0961,14,0,0,0,0,0,0,NA
75-0961,15,0,0,0,0,0,0,NA
75-0961,16,0,0,0,0,0,0,NA
75-0961,17,0,0,0,0,0,0,NA
75-0961,18,0,0,0,0,0,0,NA
75-0961,19,0,0,0,0,0,0,NA
75-0961,20,0,0,0,0,0,0,NA
75-0961,21,0,0,0,0,0,0,NA
75-0961,22,0,0,0,0,0,0,NA
75-0962,1,0,0,0,0,1,0,VA009
75-0962,1,0,0,0,1,0,0,VA010
75-0962,1,0,0,1,0,0,0,VA010
75-0962,2,1,0,0,0,0,0,VA003
75-0962,3,0,0,0,0,1,0,VA009
75-0962,3,0,0,1,0,0,0,VA010
75-0962,3,0,0,0,1,0,0,VA010
75-0962,4,0,1,0,0,0,0,VA018
75-0962,5,0,0,0,0,0,0,NA
75-0962,6,0,0,0,0,0,0,NA
75-0962,7,0,0,0,0,0,0,NA
75-0962,8,0,0,0,0,0,0,NA
75-0962,9,0,0,0,1,0,0,VA010
75-0962,9,0,0,1,0,0,0,VA010
75-0962,10,0,0,0,0,0,0,NA
75-0962,11,0,0,0,0,0,0,NA
75-0962,12,0,0,0,0,0,0,NA
75-0962,13,0,0,0,0,0,0,NA
75-0962,14,0,0,0,0,0,0,NA
75-0962,15,0,0,0,0,0,0,NA
75-0962,16,0,0,0,0,0,0,NA
75-0962,17,0,0,0,0,0,0,NA
75-0962,18,0,0,0,0,0,0,NA
75-0962,19,0,0,0,0,0,0,NA
75-0962,20,0,0,0,0,0,0,NA
75-0962,21,0,0,0,0,0,0,NA
75-0962,22,0,0,0,0,0,0,NA
75-0962,23,0,0,0,0,0,0,NA
75-0962,24,0,0,0,0,0,0,NA
75-0971,1,0,0,0,0,0,0,NA
75-0971,2,0,0,0,0,0,0,NA
75-0971,3,0,0,0,0,0,0,NA
75-0971,4,0,0,0,0,0,0,NA
75-0971,5,0,1,0,0,0,0,VA004
75-0971,6,0,0,0,0,0,0,NA
75-0971,7,0,0,0,0,0,0,NA
75-0971,8,0,0,0,0,0,0,NA
75-0971,9,0,0,0,0,0,0,NA
75-0971,10,0,0,0,0,0,0,NA
75-0971,11,0,0,0,0,0,0,NA
75-0971,12,0,0,0,0,0,0,NA
75-0971,13,0,0,0,0,0,0,NA
75-0971,14,0,0,0,0,0,0,NA
75-0971,15,0,0,0,0,0,0,NA
75-0971,16,0,0,0,0,0,0,NA
75-0971,17,0,0,0,0,0,0,NA
75-0971,18,0,0,0,0,0,0,NA
75-0972,1,0,0,0,0,1,0,VA002
75-0972,2,0,0,0,0,0,0,NA
75-0972,3,0,0,0,0,0,0,NA
75-0972,4,0,0,1,0,0,0,VA001
75-0972,5,0,1,0,0,0,0,VA004
75-0972,6,0,0,0,0,0,0,NA
75-0972,7,0,0,0,0,0,0,NA
75-0972,8,0,0,0,0,0,0,NA
75-0972,9,0,0,0,0,0,0,NA
75-0972,10,0,0,0,0,0,0,NA
75-0972,11,0,0,0,0,0,0,NA
75-0972,12,0,0,0,0,0,0,NA
75-0972,13,0,0,0,0,0,0,NA
75-0972,14,0,0,0,0,0,0,NA
75-0972,15,0,0,0,0,0,0,NA
75-0972,16,0,0,0,0,0,0,NA
75-0973,1,0,0,0,1,0,0,VA006
75-0973,1,0,0,1,0,0,0,VA006
75-0973,2,0,0,1,0,0,0,VA001
75-0973,3,0,0,0,0,0,0,NA
75-0973,4,0,1,0,0,0,0,VA004
75-0973,5,0,0,0,0,0,0,NA
75-0973,6,0,0,0,0,0,0,NA
75-0973,7,0,0,0,0,0,0,NA
75-0973,8,0,0,0,0,0,0,NA
75-0973,9,0,0,0,0,0,0,NA
75-0973,10,0,0,0,0,0,0,NA
75-0973,11,0,0,0,0,0,0,NA
75-0973,12,0,0,0,0,0,0,NA
75-0973,13,0,0,0,0,0,0,NA
75-0973,14,0,0,0,0,0,0,NA
75-0981,1,0,0,1,0,0,0,VA019
75-0981,1,0,0,0,1,0,0,VA019
75-0981,2,0,0,0,0,0,0,NA
75-0981,3,0,0,0,0,0,0,NA
75-0981,4,0,1,0,0,0,0,VA004
75-0981,5,0,0,0,0,0,0,NA
75-0981,6,0,0,0,0,0,0,NA
75-0981,7,0,0,0,0,0,0,NA
75-0981,8,0,0,0,0,0,0,NA
75-0981,9,0,0,0,0,0,0,NA
75-0981,10,0,0,0,0,0,0,NA
75-0981,11,0,0,0,0,0,0,NA
75-0981,12,0,0,0,0,0,0,NA
75-0981,13,0,0,0,0,0,0,NA
75-0981,14,0,0,0,0,0,0,NA
75-0981,15,0,0,0,0,0,0,NA
75-0981,16,0,0,0,0,0,0,NA
75-0981,17,0,0,0,0,0,0,NA
75-0981,18,0,0,0,0,0,0,NA
75-0981,19,0,0,0,0,0,0,NA
75-0991,1,0,0,0,0,1,0,VA008
75-0991,1,0,0,1,0,0,0,VA016
75-0991,1,0,0,0,1,0,0,VA016
75-0991,2,0,0,0,0,0,0,NA
75-0991,3,0,0,0,1,0,0,VA016
75-0991,3,0,0,1,0,0,0,VA016
75-0991,4,0,1,0,0,0,0,VA004
75-0991,4,0,0,0,0,1,0,VA008
75-0991,5,0,0,0,0,0,0,NA
75-0991,6,0,0,0,0,0,0,NA
75-0991,7,0,0,0,0,0,0,NA
75-0991,8,0,0,0,0,0,0,NA
75-0991,9,0,0,0,0,0,0,NA
75-0991,10,0,0,0,0,0,0,NA
75-0991,11,0,0,0,0,0,0,NA
75-0991,12,0,0,0,0,0,0,NA
75-0991,13,0,0,0,0,0,0,NA
75-0991,14,0,0,0,0,0,0,NA
75-0991,15,0,0,0,0,0,0,NA
75-0991,16,0,0,0,0,0,0,NA
75-1001,1,0,0,1,0,0,0,VA012
75-1001,1,0,0,0,1,0,0,VA012
75-1001,2,0,0,0,0,1,0,VA009
75-1001,3,0,0,0,0,1,0,VA009
75-1001,4,1,0,0,0,0,0,VA003
75-1001,5,0,0,0,0,0,0,NA
75-1001,6,0,0,0,0,0,0,NA
75-1001,7,0,0,0,0,0,0,NA
75-1001,8,0,0,0,0,0,0,NA
75-1001,9,0,0,0,0,0,0,NA
75-1001,10,0,0,0,0,0,0,NA
75-1001,11,0,0,0,0,0,0,NA
75-1001,12,0,0,0,0,0,0,NA
75-1001,13,0,0,0,0,0,0,NA
75-1001,14,0,0,0,0,0,0,NA
75-1001,15,0,0,0,0,0,0,NA
75-1001,16,0,0,0,0,0,0,NA
75-1001,17,0,0,0,0,0,0,NA
75-1001,18,0,0,0,0,0,0,NA
75-1002,1,0,0,1,0,0,0,VA001
75-1002,2,0,0,1,0,0,0,VA001
75-1002,3,0,0,1,0,0,0,VA001
75-1002,4,0,1,0,0,0,0,VA004
75-1002,5,0,0,0,0,0,0,NA
75-1002,6,0,0,0,0,0,0,NA
75-1002,7,0,0,0,0,0,0,NA
75-1002,8,0,0,0,0,0,0,NA
75-1002,9,0,0,0,0,0,0,NA
75-1002,10,0,0,0,0,0,0,NA
75-1002,11,0,0,0,0,0,0,NA
75-1002,12,0,0,0,0,0,0,NA
75-1002,13,0,0,0,0,0,0,NA
75-1002,14,0,0,0,0,0,0,NA
75-1002,15,0,0,0,0,0,0,NA
75-1002,16,0,0,0,0,0,0,NA
75-1021,1,0,0,1,0,0,0,VA001
75-1021,2,0,0,0,0,0,0,NA
75-1021,3,0,0,0,0,0,0,NA
75-1021,4,0,1,0,0,0,0,VA004
75-1021,5,0,0,0,0,0,0,NA
75-1021,6,0,0,0,0,0,0,NA
75-1021,7,0,1,0,0,0,0,VA004
75-1021,8,0,0,0,0,0,0,NA
75-1021,9,0,0,0,0,0,0,NA
75-1021,10,0,0,0,0,0,0,NA
75-1021,11,0,0,0,0,0,0,NA
75-1021,12,0,0,0,0,0,0,NA
75-1021,13,0,0,0,0,0,0,NA
75-1021,14,0,0,0,0,0,0,NA
75-1021,15,0,0,0,0,0,0,NA
75-1021,16,0,0,0,0,0,0,NA
75-1021,17,0,0,0,0,0,0,NA
75-1021,18,0,0,0,0,0,0,NA
75-1022,1,0,0,0,0,1,0,VA002
75-1022,2,0,0,0,0,1,0,VA009
75-1022,3,0,0,0,0,1,0,VA009
75-1022,4,0,0,0,0,0,0,NA
75-1022,5,0,0,0,0,0,0,NA
75-1022,6,0,0,0,0,0,0,NA
75-1022,7,0,0,0,0,0,0,NA
75-1022,8,0,1,0,0,0,0,VA004
75-1022,9,0,0,0,0,0,0,NA
75-1022,10,0,0,0,0,0,0,NA
75-1022,11,0,0,0,0,0,0,NA
75-1022,12,0,0,0,0,0,0,NA
75-1022,13,0,1,0,0,0,0,VA004
75-1022,14,0,0,0,0,0,0,NA
75-1022,15,0,0,0,0,0,0,NA
75-1022,16,0,0,0,0,0,0,NA
75-1024,1,0,0,0,1,0,0,VA010
75-1024,1,0,0,1,0,0,0,VA010
75-1024,2,1,0,0,0,0,0,VA003
75-1024,2,0,0,0,0,1,0,VA009
75-1024,3,0,0,0,0,1,0,VA009
75-1024,4,0,0,1,0,0,0,VA010
75-1024,4,0,0,0,1,0,0,VA010
75-1024,5,0,0,0,0,0,0,NA
75-1024,6,0,0,0,0,0,0,NA
75-1024,7,0,0,0,0,0,0,NA
75-1024,8,0,0,0,0,0,0,NA
75-1024,9,0,0,0,0,0,0,NA
75-1024,10,0,0,0,0,0,0,NA
75-1024,11,0,0,0,0,0,0,NA
75-1024,12,0,0,0,0,0,0,NA
75-1024,13,0,0,0,0,0,0,NA
75-1024,14,0,0,0,0,0,0,NA
75-1024,15,0,0,0,0,0,0,NA
75-1031,1,0,0,1,0,0,0,VA014
75-1031,2,0,0,0,0,1,0,VA002
75-1031,2,0,1,0,0,0,0,VA004
75-1031,2,1,0,0,0,0,0,VA003
75-1031,3,0,0,0,0,0,0,NA
75-1031,4,0,0,0,0,0,0,NA
75-1031,5,0,0,0,0,0,0,NA
75-1031,6,0,0,0,0,0,0,NA
75-1031,7,0,0,0,0,0,0,NA
75-1031,8,0,0,0,0,0,0,NA
75-1031,9,0,0,0,0,0,0,NA
75-1031,10,0,0,0,0,0,0,NA
75-1031,11,0,0,0,0,0,0,NA
75-1031,12,0,0,0,0,0,0,NA
75-1031,13,0,0,0,0,0,0,NA
75-1031,14,0,0,0,0,0,0,NA
75-1031,15,0,0,0,0,0,0,NA
75-1031,16,0,0,0,0,0,0,NA
75-1031,17,0,0,0,0,0,0,NA
75-1031,18,0,0,0,0,0,0,NA
75-1031,19,0,0,0,0,0,0,NA
75-1031,20,0,0,0,0,0,0,NA
75-1033,1,0,0,1,0,0,0,VA001
75-1033,2,0,0,0,0,0,0,NA
75-1033,3,0,0,0,0,0,0,NA
75-1033,4,0,0,0,0,0,0,NA
75-1033,5,0,0,0,0,0,0,NA
75-1033,6,0,0,0,0,0,0,NA
75-1033,7,0,0,0,0,0,0,NA
75-1033,8,0,0,0,0,0,0,NA
75-1033,9,0,0,0,0,0,0,NA
75-1033,10,0,0,0,0,0,0,NA
75-1033,11,0,0,0,0,0,0,NA
75-1033,12,0,0,0,0,0,0,NA
75-1033,13,0,0,0,0,0,0,NA
75-1033,14,0,0,0,0,0,0,NA
75-1033,15,0,0,0,0,0,0,NA
75-1033,16,0,0,0,0,0,0,NA
75-1033,17,0,0,0,0,0,0,NA
75-1033,18,0,0,0,0,0,0,NA
75-1041,1,0,0,0,0,1,0,VA002
75-1041,1,0,0,1,0,0,0,VA014
75-1041,2,0,0,1,0,0,0,VA001
75-1041,3,0,0,0,0,0,0,NA
75-1041,4,0,0,0,0,1,0,VA002
75-1041,5,0,0,1,0,0,0,VA001
75-1041,6,0,1,0,0,0,0,VA004
75-1041,7,0,0,0,0,1,0,VA002
75-1041,8,0,0,1,0,0,0,VA011
75-1041,9,0,0,0,0,0,0,NA
75-1041,10,0,0,0,0,0,0,NA
75-1041,11,0,0,0,0,0,0,NA
75-1041,12,0,0,0,0,0,0,NA
75-1041,13,0,0,0,0,0,0,NA
75-1041,14,0,0,0,0,0,0,NA
75-1041,15,0,0,0,0,0,0,NA
75-1041,16,0,0,0,0,0,0,NA
75-1041,17,0,0,0,0,0,0,NA
75-1041,18,0,0,0,0,0,0,NA
75-1042,1,0,0,1,0,0,0,VA001
75-1042,1,0,0,0,0,1,0,VA002
75-1042,2,0,0,0,0,1,0,VA002
75-1042,3,0,0,1,0,0,0,VA007
75-1042,3,0,0,0,0,1,0,VA008
75-1042,4,0,0,0,0,0,0,NA
75-1042,5,0,1,0,0,0,0,VA004
75-1042,6,0,0,0,0,0,0,NA
75-1042,7,0,0,0,0,0,0,NA
75-1042,8,0,0,0,0,0,0,NA
75-1042,9,0,0,0,0,0,0,NA
75-1042,10,0,0,0,0,0,0,NA
75-1042,11,0,0,0,0,0,0,NA
75-1042,12,0,0,0,0,0,0,NA
75-1042,13,0,0,0,0,0,0,NA
75-1042,14,0,0,0,0,0,0,NA
75-1042,15,0,0,0,0,0,0,NA
75-1042,16,0,0,0,0,0,0,NA
75-1051,1,0,0,1,0,0,0,VA016
75-1051,1,0,0,0,1,0,0,VA016
75-1051,2,0,0,0,0,1,0,VA008
75-1051,3,0,0,1,0,0,0,VA016
75-1051,3,0,0,0,1,0,0,VA016
75-1051,3,0,0,0,0,1,0,VA008
75-1051,4,0,1,0,0,0,0,VA004
75-1051,5,0,0,0,0,0,0,NA
75-1051,6,0,0,0,0,0,0,NA
75-1051,7,0,0,0,0,0,0,NA
75-1051,8,0,0,0,0,0,0,NA
75-1051,9,0,0,0,0,0,0,NA
75-1051,10,0,0,0,0,0,0,NA
75-1051,11,0,0,0,0,0,0,NA
75-1051,12,0,0,0,0,0,0,NA
75-1051,13,0,0,0,0,0,0,NA
75-1051,14,0,0,0,0,0,0,NA
75-1051,15,0,0,0,0,0,0,NA
75-1051,16,0,0,0,0,0,0,NA
75-1051,17,0,0,0,0,0,0,NA
75-1051,18,0,0,0,0,0,0,NA
75-1051,19,0,0,0,0,0,0,NA
75-1051,20,0,0,0,0,0,0,NA
75-1051,21,0,0,0,0,0,0,NA
75-1051,22,0,0,0,0,0,0,NA
75-1051,23,0,0,0,0,0,0,NA
75-1061,1,0,0,0,0,1,0,VA020
75-1061,2,0,0,0,0,1,0,VA020
75-1061,3,0,1,0,0,0,0,VA004
75-1061,4,0,0,0,0,0,0,NA
75-1061,5,0,0,0,0,0,0,NA
75-1061,6,0,0,0,0,0,0,NA
75-1061,7,0,0,0,0,0,0,NA
75-1061,8,0,0,0,0,0,0,NA
75-1061,9,0,0,0,0,0,0,NA
75-1061,10,0,0,0,0,0,0,NA
75-1061,11,0,0,0,0,0,0,NA
75-1061,12,0,0,0,0,0,0,NA
75-1061,13,0,0,0,0,0,0,NA
75-1061,14,0,0,0,0,0,0,NA
75-1061,15,0,0,0,0,0,0,NA
75-1062,1,0,0,1,0,0,0,VA022
75-1062,2,0,0,1,0,0,0,VA022
75-1062,3,0,0,0,0,0,0,NA
75-1062,4,0,1,0,0,0,0,VA004
75-1062,5,0,0,0,0,0,0,NA
75-1062,6,0,0,0,0,0,0,NA
75-1062,7,0,0,0,0,0,0,NA
75-1062,8,0,0,0,0,0,0,NA
75-1062,9,0,0,0,0,0,0,NA
75-1062,10,0,0,0,0,0,0,NA
75-1062,11,0,0,0,0,0,0,NA
75-1062,12,0,0,0,0,0,0,NA
75-1062,13,0,0,0,0,0,0,NA
75-1062,14,0,0,0,0,0,0,NA
75-1062,15,0,0,0,0,0,0,NA
75-1062,16,0,0,0,0,0,0,NA
75-1062,17,0,0,0,0,0,0,NA
75-1062,18,0,0,0,0,0,0,NA
75-1062,19,0,0,0,0,0,0,NA
75-1062,20,0,0,0,0,0,0,NA
75-1063,1,0,0,1,0,0,0,VA013
75-1063,2,0,0,0,0,0,0,NA
75-1063,3,0,0,0,0,0,0,NA
75-1063,4,0,0,0,0,0,0,NA
75-1063,5,0,0,0,0,0,0,NA
75-1063,6,0,0,0,0,0,0,NA
75-1063,7,0,0,0,0,0,0,NA
75-1063,8,0,0,0,0,0,0,NA
75-1063,9,0,0,0,0,0,0,NA
75-1063,10,0,0,0,0,0,0,NA
75-1063,11,0,0,0,0,0,0,NA
75-1063,12,0,0,0,0,0,0,NA
75-1063,13,0,0,0,0,0,0,NA
75-1063,14,0,0,0,0,0,0,NA
75-1063,15,0,0,0,0,0,0,NA
75-1063,16,0,0,0,0,0,0,NA
75-1063,17,0,0,0,0,0,0,NA
75-1071,1,0,0,1,0,0,0,VA001
75-1071,2,0,0,0,0,0,0,NA
75-1071,3,0,0,0,0,0,0,NA
75-1071,4,0,0,0,0,0,0,NA
75-1071,5,0,0,0,0,0,0,NA
75-1071,6,0,0,0,0,0,0,NA
75-1071,7,0,0,0,0,0,0,NA
75-1071,8,0,1,0,0,0,0,VA004
75-1071,9,0,0,0,0,0,0,NA
75-1071,10,0,0,0,0,0,0,NA
75-1071,11,0,0,0,0,0,0,NA
75-1071,12,0,0,0,0,0,0,NA
75-1071,13,0,0,0,0,0,0,NA
75-1071,14,0,0,0,0,0,0,NA
75-1071,15,0,0,0,0,0,0,NA
75-1071,16,0,0,0,0,0,0,NA
75-1081,1,0,0,1,0,0,0,VA013
75-1081,2,0,0,0,0,1,0,VA002
75-1081,2,1,0,0,0,0,0,VA003
75-1081,3,0,0,1,0,0,0,VA013
75-1081,3,0,0,0,0,1,0,VA002
75-1081,4,0,0,0,0,0,0,NA
75-1081,5,0,0,0,0,0,0,NA
75-1081,6,0,0,0,0,0,0,NA
75-1081,7,0,0,0,0,0,0,NA
75-1081,8,0,1,0,0,0,0,VA004
75-1081,9,0,0,0,0,0,0,NA
75-1081,10,0,0,0,0,0,0,NA
75-1081,11,0,0,0,0,0,0,NA
75-1081,12,0,0,0,0,0,0,NA
75-1081,13,0,0,0,0,0,0,NA
75-1081,14,0,0,0,0,0,0,NA
75-1081,15,0,0,0,0,0,0,NA
75-1081,16,0,0,0,0,0,0,NA
75-1091,1,0,0,1,0,0,0,VA013
75-1091,1,0,0,0,0,1,0,VA002
75-1091,2,0,0,0,0,0,0,NA
75-1091,3,0,0,0,0,0,0,NA
75-1091,4,0,0,0,0,0,0,NA
75-1091,5,0,0,0,0,0,0,NA
75-1091,6,0,0,0,0,0,0,NA
75-1091,7,0,0,0,0,0,0,NA
75-1091,8,0,0,0,0,0,0,NA
75-1091,9,0,0,0,0,0,0,NA
75-1091,10,0,0,0,0,0,0,NA
75-1091,11,0,0,1,0,0,0,VA011
75-1091,12,0,0,0,0,0,0,NA
75-1091,13,0,0,0,0,0,0,NA
75-1091,14,0,0,0,0,0,0,NA
75-1091,15,0,0,0,0,0,0,NA
75-1092,1,0,0,0,0,1,0,VA002
75-1092,1,0,0,1,0,0,0,VA001
75-1092,2,0,0,0,0,0,0,NA
75-1092,3,0,0,0,0,0,0,NA
75-1092,4,0,0,0,0,0,0,NA
75-1092,5,0,0,0,0,0,0,NA
75-1092,6,0,0,0,0,0,0,NA
75-1092,7,0,0,0,0,0,0,NA
75-1092,8,0,0,0,0,0,0,NA
75-1092,9,0,0,0,0,0,0,NA
75-1092,10,0,0,1,0,0,0,VA011
75-1092,11,0,0,0,0,0,0,NA
75-1092,12,0,0,0,0,0,0,NA
75-1092,13,0,0,0,0,0,0,NA
75-1092,14,0,0,0,0,0,0,NA
75-1092,15,0,0,0,0,0,0,NA
75-1092,16,0,0,0,0,0,0,NA
75-1093,1,0,0,0,0,1,0,VA002
75-1093,1,0,0,1,0,0,0,VA001
75-1093,2,0,0,0,0,1,0,VA002
75-1093,3,0,0,0,0,0,0,NA
75-1093,4,0,0,0,0,0,0,NA
75-1093,5,0,0,0,0,0,0,NA
75-1093,6,0,0,0,0,0,0,NA
75-1093,7,0,0,0,0,0,0,NA
75-1093,8,0,0,1,0,0,0,VA011
75-1093,9,0,0,0,0,0,0,NA
75-1093,10,0,0,0,0,0,0,NA
75-1093,11,0,0,0,0,0,0,NA
75-1093,12,0,0,0,0,0,0,NA
75-1093,13,0,0,0,0,0,0,NA
75-1093,14,0,0,0,0,0,0,NA
75-1093,15,0,0,0,0,0,0,NA
75-1093,16,0,0,0,0,0,0,NA
75-1093,17,0,0,0,0,0,0,NA
75-1093,18,0,0,0,0,0,0,NA
75-1093,19,0,0,0,0,0,0,NA
75-1094,1,0,0,1,0,0,0,VA001
75-1094,1,0,0,0,0,1,0,VA002
75-1094,2,0,0,0,0,0,0,NA
75-1094,3,0,0,0,0,0,0,NA
75-1094,4,0,0,0,0,0,0,NA
75-1094,5,0,0,0,0,0,0,NA
75-1094,6,0,0,0,0,0,0,NA
75-1094,7,0,0,0,0,0,0,NA
75-1094,8,0,0,0,0,0,0,NA
75-1094,9,0,0,0,0,0,0,NA
75-1094,10,0,0,0,0,0,0,NA
75-1094,11,0,0,0,0,0,0,NA
75-1094,12,0,0,0,0,0,0,NA
75-1094,13,0,0,0,0,0,0,NA
75-1094,14,0,0,0,0,0,0,NA
75-1094,15,0,0,0,0,0,0,NA
75-1094,16,0,0,0,0,0,0,NA
75-1094,17,0,0,0,0,0,0,NA
75-1094,18,0,0,0,0,0,0,NA
75-1094,19,0,0,0,0,0,0,NA
75-1094,20,0,0,0,0,0,0,NA
75-1094,21,0,0,0,0,0,0,NA
75-1094,22,0,0,0,0,0,0,NA
75-1101,1,0,0,1,0,0,0,VA001
75-1101,2,0,0,0,0,0,0,NA
75-1101,3,0,0,0,0,1,0,VA009
75-1101,3,0,0,1,0,0,0,VA001
75-1101,3,0,1,0,0,0,0,VA004
75-1101,4,0,0,0,0,0,0,NA
75-1101,5,0,0,0,0,0,0,NA
75-1101,6,0,0,1,0,0,0,VA011
75-1101,7,0,0,0,0,0,0,NA
75-1101,8,0,0,0,0,0,0,NA
75-1101,9,0,0,0,0,0,0,NA
75-1101,10,0,0,0,0,0,0,NA
75-1101,11,0,0,0,0,0,0,NA
75-1101,12,0,0,0,0,0,0,NA
75-1101,13,0,0,0,0,0,0,NA
75-1101,14,0,0,0,0,0,0,NA
75-1101,15,0,0,0,0,0,0,NA
75-1111,1,0,0,0,1,0,0,VA010
75-1111,1,0,0,1,0,0,0,VA010
75-1111,2,0,0,0,0,1,0,VA024
75-1111,3,0,0,0,0,1,0,VA024
75-1111,4,0,1,0,0,0,0,VA004
75-1111,4,0,0,1,0,0,0,VA023
75-1111,4,0,0,0,1,0,0,VA023
75-1111,5,0,0,0,0,0,0,NA
75-1111,6,0,1,0,0,0,0,VA004
75-1111,7,0,0,0,0,0,0,NA
75-1111,8,0,0,0,0,0,0,NA
75-1111,9,0,0,0,0,0,0,NA
75-1111,10,0,0,0,0,0,0,NA
75-1111,11,0,0,0,0,0,0,NA
75-1111,12,0,0,0,0,0,0,NA
75-1111,13,0,0,0,0,0,0,NA
75-1111,14,0,0,0,0,0,0,NA
75-1111,15,0,0,0,0,0,0,NA
75-1511,1,0,0,1,0,0,0,VA023
75-1511,1,0,0,0,1,0,0,VA023
75-1511,2,0,0,0,0,1,0,VA024
75-1511,2,1,0,0,0,0,0,VA003
75-1511,3,0,0,0,1,0,0,VA023
75-1511,3,0,0,1,0,0,0,VA023
75-1511,4,0,0,0,0,1,0,VA024
75-1511,5,0,1,0,0,0,0,VA004
75-1511,6,0,0,0,0,0,0,NA
75-1511,7,0,0,0,0,0,0,NA
75-1511,8,0,0,0,0,0,0,NA
75-1511,9,0,0,0,0,0,0,NA
75-1511,10,0,0,0,0,0,0,NA
75-1511,11,0,0,0,0,0,0,NA
75-1511,12,0,0,0,0,0,1,VA005
75-1511,13,0,0,0,0,0,0,NA
75-1511,14,0,0,0,0,0,0,NA
75-1511,15,0,0,0,0,0,0,NA
75-1511,16,0,0,0,0,0,0,NA
75-1511,17,0,0,0,0,0,0,NA
75-1511,18,0,0,0,0,0,0,NA
75-1511,19,0,0,0,0,0,0,NA
75-1521,1,0,0,1,0,0,0,VA023
75-1521,1,0,0,0,1,0,0,VA023
75-1521,2,0,0,0,0,1,0,VA024
75-1521,3,0,0,1,0,0,0,VA023
75-1521,3,0,0,0,1,0,0,VA023
75-1521,4,0,0,0,0,0,0,NA
75-1521,5,0,1,0,0,0,0,VA004
75-1521,6,0,0,0,0,0,0,NA
75-1521,7,0,0,0,0,0,0,NA
75-1521,8,0,0,0,0,0,0,NA
75-1521,9,0,0,0,0,0,0,NA
75-1521,10,0,0,0,0,0,0,NA
75-1521,11,0,0,0,0,0,0,NA
75-1521,12,0,0,0,0,0,0,NA
75-1521,13,0,0,0,0,0,0,NA
75-1521,14,0,0,0,0,0,0,NA
75-1521,15,0,0,0,0,0,0,NA
75-1521,16,0,0,0,0,0,0,NA
75-1521,17,0,0,0,0,0,0,NA
75-1521,18,0,0,0,0,0,0,NA
75-1521,19,0,0,0,0,0,0,NA
75-1531,1,0,0,0,0,1,0,VA002
75-1531,1,0,0,1,0,0,0,VA001
75-1531,2,0,0,0,0,0,0,NA
75-1531,3,0,0,1,0,0,0,VA021
75-1531,4,0,1,0,0,0,0,VA004
75-1531,5,0,0,0,0,1,0,VA002
75-1531,6,0,0,0,0,0,0,NA
75-1531,7,0,0,0,0,0,1,VA025
75-1531,7,0,0,0,0,0,0,VA025
75-1531,8,0,0,0,0,0,0,NA
75-1531,9,0,0,0,0,0,0,NA
75-1531,10,0,0,0,0,0,0,NA
75-1531,11,0,0,0,0,0,0,NA
75-1531,12,0,0,0,0,0,0,NA
75-1531,13,0,0,0,0,0,0,NA
75-1531,14,0,0,0,0,0,0,NA
75-1531,15,0,0,0,0,0,0,NA
75-1531,16,0,0,0,0,0,0,NA
75-1531,17,0,0,0,0,0,0,NA
75-1531,18,0,0,0,0,0,0,NA
75-1531,19,0,0,0,0,0,0,NA
